Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,854000000,2898000000,5979000000,-9141000000,-264000000,260000000,122000000,687000000,975000000,-428000000,-415000000,110000000,110000000,-2434000000,164000000,-2270000000,,260000000,122000000,576000000,,111000000,,,972000000,,1032000000,2638000000,,,-1124000000,,,689000000,-57000000,-551000000,-620000000,-428000000,,-839000000,,,37383000000,,-26598000000,1055000000,6407000000,277000000,-6566000000,-415000000,110000000,,,500000000,-336000000,,,2649000000,2385000000,4295903505
2011-12-31,1332000000,4276000000,-18007000000,15220000000,1489000000,264000000,99000000,753000000,1643000000,,-446000000,,0,-2107000000,-180000000,-2287000000,,264000000,99000000,655000000,,98000000,,,-82000000,-1404000000,1746000000,1190000000,,,629000000,,,572000000,-103000000,-62000000,-583000000,,,-86000000,0,,9105000000,,-21504000000,718000000,-18007000000,154000000,17953000000,-446000000,,,,2010000000,-2190000000,,,2087000000,3576000000,4295903505
2012-12-31,2028000000,3714000000,-7047000000,2796000000,-537000000,281000000,110000000,265000000,611000000,,-564000000,,2116000000,-702000000,-2785000000,-3487000000,,281000000,110000000,168000000,,97000000,,,347000000,1120000000,772000000,1057000000,,,-210000000,,,346000000,-161000000,12000000,-433000000,,,,675000000,,10235000000,,-12081000000,775000000,-7047000000,55000000,4731000000,-531000000,,,,2327000000,-5112000000,,,3576000000,3039000000,4295903505
2013-12-31,1730000000,5308000000,-4209000000,-1973000000,-874000000,315000000,106000000,612000000,2238000000,,-912000000,,487000000,1274000000,2530000000,3804000000,,315000000,106000000,,,612000000,,,677000000,918000000,2215000000,592000000,,,41000000,,,-812000000,23000000,-51000000,2445000000,,,,516000000,,11286000000,,-13862000000,928000000,-4209000000,248000000,-5352000000,-765000000,,,,4164000000,-1634000000,,,3039000000,2165000000,4295903505
2014-12-31,2206000000,3210000000,-4015000000,965000000,160000000,333000000,91000000,185000000,261000000,,-814000000,,0,-421000000,1598000000,1177000000,,333000000,91000000,,,63000000,,,322000000,765000000,294000000,251000000,,,245000000,,,-4000000,-33000000,3000000,-201000000,,,,1025000000,,7090000000,,-7715000000,626000000,-4015000000,265000000,602000000,-666000000,,,,5510000000,-3912000000,,,2165000000,2325000000,4295903505
2015-12-31,2123000000,3131000000,-1849000000,104000000,1386000000,356000000,105000000,278000000,269000000,,-937000000,0,68000000,-982000000,-161000000,-1143000000,,356000000,105000000,172000000,,106000000,,,655000000,734000000,141000000,428000000,,,-698000000,,,,128000000,3000000,422000000,,,,1055000000,,15157000000,,-15255000000,390000000,-1849000000,-390000000,2116000000,-789000000,,0,,2272000000,-2433000000,,,2325000000,3711000000,4295903505
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903505
2016-12-31,2442000000,3115000000,-976000000,-1882000000,257000000,405000000,150000000,114000000,4000000,,-1092000000,-520000000,-70000000,-3581000000,-1971000000,-5552000000,,405000000,150000000,-1000000,,115000000,,,844000000,775000000,296000000,572000000,,,432000000,,,,-292000000,-46000000,-644000000,,,-726000000,,,17522000000,,-15157000000,371000000,-976000000,325000000,4832000000,-925000000,,,,3878000000,-5849000000,,,4167000000,4424000000,4295903505
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903505
2017-12-31,2415000000,4635000000,-5410000000,-549000000,-1324000000,408000000,142000000,524000000,1146000000,,-1179000000,-1613000000,-1613000000,3532000000,1430000000,4962000000,,408000000,142000000,392000000,,132000000,,,429000000,819000000,1266000000,547000000,,,-151000000,,,,-120000000,1000000,618000000,,,,0,,12314000000,,-16362000000,-132000000,-5410000000,123000000,-2719000000,-1005000000,,,,8883000000,-7453000000,,,4280000000,2956000000,4295903505
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903505
2018-12-31,3257000000,4349000000,-4963000000,1502000000,888000000,424000000,131000000,141000000,396000000,,-1378000000,-1205000000,-1205000000,240000000,236000000,476000000,,424000000,131000000,0,,141000000,,,99000000,1408000000,974000000,566000000,,,341000000,,,,-578000000,-3000000,188000000,,,-296000000,,,6499000000,,-4761000000,-139000000,-4963000000,-229000000,3609000000,-1204000000,,,,2769000000,-2533000000,,,2956000000,3844000000,4295903505
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903505
2019-12-31,3237000000,1520000000,8348000000,5353000000,15221000000,466000000,164000000,165000000,-2512000000,,-1459000000,0,-42000000,6293000000,-2181000000,4112000000,,466000000,164000000,0,,165000000,,,443000000,1921000000,-2544000000,615000000,,,-1447000000,,,,32000000,116000000,-1895000000,,,,6256000000,,44076000000,,-42646000000,6000000,8348000000,-175000000,2742000000,-1309000000,,,,7084000000,-9265000000,,,3844000000,19065000000,4295903505
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295903505
2020-12-31,4492000000,7437000000,-43652000000,36018000000,-197000000,923000000,685000000,-2337000000,3674000000,-815000000,-2725000000,0,2949000000,-12124000000,-1634000000,-13758000000,,923000000,685000000,-2690000000,,353000000,,,126000000,1834000000,4526000000,2335000000,,,1689000000,,,,-852000000,-402000000,718000000,-815000000,,-2439000000,,,29903000000,,-72808000000,-106000000,-42837000000,953000000,49552000000,-2424000000,,,,26644000000,-28278000000,,,19065000000,18868000000,4295903505
2021-12-31,6437000000,7892000000,-32056000000,25591000000,1427000000,810000000,574000000,1296000000,-1225000000,-442000000,-2852000000,-1616000000,-3031000000,-800000000,-3231000000,-4031000000,,810000000,574000000,1296000000,,,,,792000000,859000000,-1454000000,-813000000,,,-2337000000,,,,229000000,0,1411000000,-442000000,,-2244000000,,,34116000000,-2283000000,-70775000000,-215000000,-31614000000,82000000,35505000000,-2485000000,,-1616000000,,4728000000,-7959000000,,,18868000000,20295000000,4295903505
